E [keV],epsilon (3 mm),epsilon (30 mm),epsilon (80 mm),epsilon (120 mm),epsilon (250 mm)
2625,1.06230E+01,2.73503E+00,8.62349E-01,4.91721E-01,1.30664E-01
2626,1.06218E+01,2.73405E+00,8.62017E-01,4.91577E-01,1.30608E-01
2627,1.06206E+01,2.73308E+00,8.61685E-01,4.91433E-01,1.30551E-01
2628,1.06194E+01,2.73211E+00,8.61353E-01,4.91290E-01,1.30495E-01
2629,1.06183E+01,2.73114E+00,8.61022E-01,4.91146E-01,1.30439E-01
2630,1.06171E+01,2.73017E+00,8.60691E-01,4.91003E-01,1.30382E-01
2631,1.06160E+01,2.72920E+00,8.60360E-01,4.90860E-01,1.30326E-01
2632,1.06148E+01,2.72823E+00,8.60029E-01,4.90717E-01,1.30270E-01
2633,1.06137E+01,2.72726E+00,8.59699E-01,4.90574E-01,1.30213E-01
2634,1.06125E+01,2.72630E+00,8.59369E-01,4.90431E-01,1.30157E-01
2635,1.06114E+01,2.72533E+00,8.59039E-01,4.90288E-01,1.30101E-01
2636,1.06102E+01,2.72436E+00,8.58710E-01,4.90146E-01,1.30045E-01
2637,1.06091E+01,2.72340E+00,8.58380E-01,4.90004E-01,1.29989E-01
2638,1.06080E+01,2.72243E+00,8.58051E-01,4.89861E-01,1.29933E-01
2639,1.06068E+01,2.72146E+00,8.57723E-01,4.89719E-01,1.29877E-01
2640,1.06057E+01,2.72050E+00,8.57394E-01,4.89578E-01,1.29821E-01
2641,1.06046E+01,2.71954E+00,8.57066E-01,4.89436E-01,1.29765E-01
2642,1.06035E+01,2.71857E+00,8.56738E-01,4.89294E-01,1.29709E-01
2643,1.06024E+01,2.71761E+00,8.56411E-01,4.89153E-01,1.29653E-01
2644,1.06013E+01,2.71665E+00,8.56083E-01,4.89012E-01,1.29597E-01
2645,1.06002E+01,2.71568E+00,8.55756E-01,4.88870E-01,1.29541E-01
2646,1.05991E+01,2.71472E+00,8.55429E-01,4.88729E-01,1.29485E-01
2647,1.05980E+01,2.71376E+00,8.55103E-01,4.88589E-01,1.29430E-01
2648,1.05969E+01,2.71280E+00,8.54776E-01,4.88448E-01,1.29374E-01
2649,1.05958E+01,2.71184E+00,8.54450E-01,4.88307E-01,1.29318E-01
2650,1.05947E+01,2.71088E+00,8.54124E-01,4.88167E-01,1.29263E-01
2651,1.05937E+01,2.70992E+00,8.53799E-01,4.88027E-01,1.29207E-01
2652,1.05926E+01,2.70896E+00,8.53473E-01,4.87887E-01,1.29151E-01
2653,1.05915E+01,2.70801E+00,8.53148E-01,4.87747E-01,1.29096E-01
2654,1.05904E+01,2.70705E+00,8.52824E-01,4.87607E-01,1.29040E-01
2655,1.05894E+01,2.70609E+00,8.52499E-01,4.87467E-01,1.28985E-01
2656,1.05883E+01,2.70514E+00,8.52175E-01,4.87328E-01,1.28929E-01
2657,1.05873E+01,2.70418E+00,8.51851E-01,4.87188E-01,1.28874E-01
2658,1.05862E+01,2.70322E+00,8.51527E-01,4.87049E-01,1.28819E-01
2659,1.05852E+01,2.70227E+00,8.51204E-01,4.86910E-01,1.28763E-01
2660,1.05841E+01,2.70131E+00,8.50880E-01,4.86771E-01,1.28708E-01
2661,1.05831E+01,2.70036E+00,8.50557E-01,4.86632E-01,1.28653E-01
2662,1.05821E+01,2.69941E+00,8.50235E-01,4.86494E-01,1.28597E-01
2663,1.05810E+01,2.69845E+00,8.49912E-01,4.86355E-01,1.28542E-01
2664,1.05800E+01,2.69750E+00,8.49590E-01,4.86217E-01,1.28487E-01
2665,1.05790E+01,2.69655E+00,8.49268E-01,4.86078E-01,1.28432E-01
2666,1.05780E+01,2.69560E+00,8.48946E-01,4.85940E-01,1.28377E-01
2667,1.05770E+01,2.69465E+00,8.48625E-01,4.85802E-01,1.28322E-01
2668,1.05759E+01,2.69370E+00,8.48304E-01,4.85665E-01,1.28267E-01
2669,1.05749E+01,2.69275E+00,8.47983E-01,4.85527E-01,1.28212E-01
2670,1.05739E+01,2.69180E+00,8.47662E-01,4.85390E-01,1.28157E-01
2671,1.05729E+01,2.69085E+00,8.47342E-01,4.85252E-01,1.28102E-01
2672,1.05719E+01,2.68990E+00,8.47022E-01,4.85115E-01,1.28047E-01
2673,1.05710E+01,2.68896E+00,8.46702E-01,4.84978E-01,1.27992E-01
2674,1.05700E+01,2.68801E+00,8.46382E-01,4.84841E-01,1.27937E-01
2675,1.05690E+01,2.68706E+00,8.46063E-01,4.84704E-01,1.27883E-01
2676,1.05680E+01,2.68611E+00,8.45743E-01,4.84567E-01,1.27828E-01
2677,1.05670E+01,2.68517E+00,8.45425E-01,4.84431E-01,1.27773E-01
2678,1.05661E+01,2.68422E+00,8.45106E-01,4.84295E-01,1.27719E-01
2679,1.05651E+01,2.68328E+00,8.44788E-01,4.84158E-01,1.27664E-01
2680,1.05641E+01,2.68234E+00,8.44469E-01,4.84022E-01,1.27609E-01
2681,1.05632E+01,2.68139E+00,8.44152E-01,4.83886E-01,1.27555E-01
2682,1.05622E+01,2.68045E+00,8.43834E-01,4.83751E-01,1.27500E-01
2683,1.05613E+01,2.67951E+00,8.43517E-01,4.83615E-01,1.27446E-01
2684,1.05603E+01,2.67856E+00,8.43199E-01,4.83479E-01,1.27391E-01
2685,1.05594E+01,2.67762E+00,8.42883E-01,4.83344E-01,1.27337E-01
2686,1.05584E+01,2.67668E+00,8.42566E-01,4.83209E-01,1.27282E-01
2687,1.05575E+01,2.67574E+00,8.42250E-01,4.83074E-01,1.27228E-01
2688,1.05566E+01,2.67480E+00,8.41934E-01,4.82939E-01,1.27174E-01
2689,1.05556E+01,2.67386E+00,8.41618E-01,4.82804E-01,1.27119E-01
2690,1.05547E+01,2.67292E+00,8.41302E-01,4.82669E-01,1.27065E-01
2691,1.05538E+01,2.67198E+00,8.40987E-01,4.82535E-01,1.27011E-01
2692,1.05529E+01,2.67104E+00,8.40672E-01,4.82400E-01,1.26957E-01
2693,1.05520E+01,2.67011E+00,8.40357E-01,4.82266E-01,1.26902E-01
2694,1.05511E+01,2.66917E+00,8.40042E-01,4.82132E-01,1.26848E-01
2695,1.05501E+01,2.66823E+00,8.39728E-01,4.81998E-01,1.26794E-01
2696,1.05492E+01,2.66730E+00,8.39414E-01,4.81864E-01,1.26740E-01
2697,1.05484E+01,2.66636E+00,8.39100E-01,4.81731E-01,1.26686E-01
2698,1.05475E+01,2.66542E+00,8.38786E-01,4.81597E-01,1.26632E-01
2699,1.05466E+01,2.66449E+00,8.38473E-01,4.81464E-01,1.26578E-01
2700,1.05457E+01,2.66355E+00,8.38160E-01,4.81330E-01,1.26524E-01
2701,1.05448E+01,2.66262E+00,8.37847E-01,4.81197E-01,1.26470E-01
2702,1.05439E+01,2.66169E+00,8.37534E-01,4.81064E-01,1.26417E-01
2703,1.05431E+01,2.66075E+00,8.37222E-01,4.80931E-01,1.26363E-01
2704,1.05422E+01,2.65982E+00,8.36910E-01,4.80799E-01,1.26309E-01
2705,1.05413E+01,2.65889E+00,8.36598E-01,4.80666E-01,1.26255E-01
2706,1.05405E+01,2.65796E+00,8.36286E-01,4.80534E-01,1.26201E-01
2707,1.05396E+01,2.65703E+00,8.35975E-01,4.80401E-01,1.26148E-01
2708,1.05387E+01,2.65610E+00,8.35664E-01,4.80269E-01,1.26094E-01
2709,1.05379E+01,2.65517E+00,8.35353E-01,4.80137E-01,1.26040E-01
2710,1.05370E+01,2.65424E+00,8.35042E-01,4.80005E-01,1.25987E-01
2711,1.05362E+01,2.65331E+00,8.34732E-01,4.79874E-01,1.25933E-01
2712,1.05354E+01,2.65238E+00,8.34422E-01,4.79742E-01,1.25880E-01
2713,1.05345E+01,2.65145E+00,8.34112E-01,4.79611E-01,1.25826E-01
2714,1.05337E+01,2.65052E+00,8.33802E-01,4.79479E-01,1.25773E-01
2715,1.05329E+01,2.64960E+00,8.33493E-01,4.79348E-01,1.25719E-01
2716,1.05320E+01,2.64867E+00,8.33183E-01,4.79217E-01,1.25666E-01
2717,1.05312E+01,2.64774E+00,8.32875E-01,4.79086E-01,1.25613E-01
2718,1.05304E+01,2.64682E+00,8.32566E-01,4.78955E-01,1.25559E-01
2719,1.05296E+01,2.64589E+00,8.32257E-01,4.78825E-01,1.25506E-01
2720,1.05288E+01,2.64497E+00,8.31949E-01,4.78694E-01,1.25453E-01
2721,1.05280E+01,2.64404E+00,8.31641E-01,4.78564E-01,1.25400E-01
2722,1.05272E+01,2.64312E+00,8.31334E-01,4.78434E-01,1.25346E-01
2723,1.05264E+01,2.64220E+00,8.31026E-01,4.78304E-01,1.25293E-01
2724,1.05256E+01,2.64127E+00,8.30719E-01,4.78174E-01,1.25240E-01
2725,1.05248E+01,2.64035E+00,8.30412E-01,4.78044E-01,1.25187E-01
2726,1.05240E+01,2.63943E+00,8.30105E-01,4.77914E-01,1.25134E-01
2727,1.05232E+01,2.63851E+00,8.29799E-01,4.77784E-01,1.25081E-01
2728,1.05225E+01,2.63759E+00,8.29492E-01,4.77655E-01,1.25028E-01
2729,1.05217E+01,2.63667E+00,8.29186E-01,4.77526E-01,1.24975E-01
2730,1.05209E+01,2.63575E+00,8.28881E-01,4.77397E-01,1.24922E-01
2731,1.05202E+01,2.63483E+00,8.28575E-01,4.77268E-01,1.24869E-01
2732,1.05194E+01,2.63391E+00,8.28270E-01,4.77139E-01,1.24816E-01
2733,1.05186E+01,2.63299E+00,8.27965E-01,4.77010E-01,1.24763E-01
2734,1.05179E+01,2.63207E+00,8.27660E-01,4.76881E-01,1.24711E-01
2735,1.05171E+01,2.63115E+00,8.27355E-01,4.76753E-01,1.24658E-01
2736,1.05164E+01,2.63024E+00,8.27051E-01,4.76625E-01,1.24605E-01
2737,1.05156E+01,2.62932E+00,8.26747E-01,4.76496E-01,1.24552E-01
2738,1.05149E+01,2.62840E+00,8.26443E-01,4.76368E-01,1.24500E-01
2739,1.05142E+01,2.62749E+00,8.26139E-01,4.76240E-01,1.24447E-01
2740,1.05134E+01,2.62657E+00,8.25836E-01,4.76113E-01,1.24394E-01
2741,1.05127E+01,2.62566E+00,8.25533E-01,4.75985E-01,1.24342E-01
2742,1.05120E+01,2.62474E+00,8.25230E-01,4.75857E-01,1.24289E-01
2743,1.05113E+01,2.62383E+00,8.24927E-01,4.75730E-01,1.24237E-01
2744,1.05105E+01,2.62291E+00,8.24625E-01,4.75603E-01,1.24184E-01
2745,1.05098E+01,2.62200E+00,8.24323E-01,4.75476E-01,1.24132E-01
2746,1.05091E+01,2.62109E+00,8.24021E-01,4.75349E-01,1.24080E-01
2747,1.05084E+01,2.62017E+00,8.23719E-01,4.75222E-01,1.24027E-01
2748,1.05077E+01,2.61926E+00,8.23417E-01,4.75095E-01,1.23975E-01
2749,1.05070E+01,2.61835E+00,8.23116E-01,4.74968E-01,1.23922E-01
2750,1.05063E+01,2.61744E+00,8.22815E-01,4.74842E-01,1.23870E-01
2751,1.05056E+01,2.61653E+00,8.22514E-01,4.74716E-01,1.23818E-01
2752,1.05049E+01,2.61562E+00,8.22214E-01,4.74589E-01,1.23766E-01
2753,1.05043E+01,2.61471E+00,8.21914E-01,4.74463E-01,1.23714E-01
2754,1.05036E+01,2.61380E+00,8.21614E-01,4.74337E-01,1.23661E-01
2755,1.05029E+01,2.61289E+00,8.21314E-01,4.74212E-01,1.23609E-01
2756,1.05022E+01,2.61198E+00,8.21014E-01,4.74086E-01,1.23557E-01
2757,1.05016E+01,2.61108E+00,8.20715E-01,4.73960E-01,1.23505E-01
2758,1.05009E+01,2.61017E+00,8.20416E-01,4.73835E-01,1.23453E-01
2759,1.05003E+01,2.60926E+00,8.20117E-01,4.73710E-01,1.23401E-01
2760,1.04996E+01,2.60836E+00,8.19818E-01,4.73585E-01,1.23349E-01
2761,1.04989E+01,2.60745E+00,8.19520E-01,4.73460E-01,1.23297E-01
2762,1.04983E+01,2.60654E+00,8.19222E-01,4.73335E-01,1.23245E-01
2763,1.04977E+01,2.60564E+00,8.18924E-01,4.73210E-01,1.23193E-01
2764,1.04970E+01,2.60473E+00,8.18626E-01,4.73085E-01,1.23142E-01
2765,1.04964E+01,2.60383E+00,8.18328E-01,4.72961E-01,1.23090E-01
2766,1.04957E+01,2.60293E+00,8.18031E-01,4.72837E-01,1.23038E-01
2767,1.04951E+01,2.60202E+00,8.17734E-01,4.72712E-01,1.22986E-01
2768,1.04945E+01,2.60112E+00,8.17437E-01,4.72588E-01,1.22935E-01
2769,1.04939E+01,2.60022E+00,8.17141E-01,4.72464E-01,1.22883E-01
2770,1.04932E+01,2.59932E+00,8.16844E-01,4.72340E-01,1.22831E-01
2771,1.04926E+01,2.59841E+00,8.16548E-01,4.72217E-01,1.22780E-01
2772,1.04920E+01,2.59751E+00,8.16253E-01,4.72093E-01,1.22728E-01
2773,1.04914E+01,2.59661E+00,8.15957E-01,4.71970E-01,1.22677E-01
2774,1.04908E+01,2.59571E+00,8.15662E-01,4.71846E-01,1.22625E-01
2775,1.04902E+01,2.59481E+00,8.15366E-01,4.71723E-01,1.22574E-01
2776,1.04896E+01,2.59391E+00,8.15071E-01,4.71600E-01,1.22522E-01
2777,1.04890E+01,2.59301E+00,8.14777E-01,4.71477E-01,1.22471E-01
2778,1.04884E+01,2.59211E+00,8.14482E-01,4.71355E-01,1.22419E-01
2779,1.04878E+01,2.59122E+00,8.14188E-01,4.71232E-01,1.22368E-01
2780,1.04873E+01,2.59032E+00,8.13894E-01,4.71109E-01,1.22317E-01
2781,1.04867E+01,2.58942E+00,8.13600E-01,4.70987E-01,1.22265E-01
2782,1.04861E+01,2.58852E+00,8.13307E-01,4.70865E-01,1.22214E-01
2783,1.04855E+01,2.58763E+00,8.13013E-01,4.70743E-01,1.22163E-01
2784,1.04850E+01,2.58673E+00,8.12720E-01,4.70620E-01,1.22112E-01
2785,1.04844E+01,2.58584E+00,8.12427E-01,4.70499E-01,1.22061E-01
2786,1.04839E+01,2.58494E+00,8.12135E-01,4.70377E-01,1.22009E-01
2787,1.04833E+01,2.58405E+00,8.11842E-01,4.70255E-01,1.21958E-01
2788,1.04828E+01,2.58315E+00,8.11550E-01,4.70134E-01,1.21907E-01
2789,1.04822E+01,2.58226E+00,8.11258E-01,4.70012E-01,1.21856E-01
2790,1.04817E+01,2.58137E+00,8.10966E-01,4.69891E-01,1.21805E-01
2791,1.04811E+01,2.58047E+00,8.10675E-01,4.69770E-01,1.21754E-01
2792,1.04806E+01,2.57958E+00,8.10384E-01,4.69649E-01,1.21703E-01
2793,1.04801E+01,2.57869E+00,8.10093E-01,4.69528E-01,1.21652E-01
2794,1.04795E+01,2.57780E+00,8.09802E-01,4.69407E-01,1.21601E-01
2795,1.04790E+01,2.57690E+00,8.09511E-01,4.69287E-01,1.21551E-01
2796,1.04785E+01,2.57601E+00,8.09221E-01,4.69166E-01,1.21500E-01
2797,1.04780E+01,2.57512E+00,8.08931E-01,4.69046E-01,1.21449E-01
2798,1.04774E+01,2.57423E+00,8.08641E-01,4.68926E-01,1.21398E-01
2799,1.04769E+01,2.57334E+00,8.08351E-01,4.68806E-01,1.21347E-01
2800,1.04764E+01,2.57245E+00,8.08062E-01,4.68686E-01,1.21297E-01
2801,1.04759E+01,2.57157E+00,8.07772E-01,4.68566E-01,1.21246E-01
2802,1.04754E+01,2.57068E+00,8.07483E-01,4.68446E-01,1.21195E-01
2803,1.04749E+01,2.56979E+00,8.07195E-01,4.68326E-01,1.21145E-01
2804,1.04744E+01,2.56890E+00,8.06906E-01,4.68207E-01,1.21094E-01
2805,1.04740E+01,2.56801E+00,8.06618E-01,4.68088E-01,1.21044E-01
2806,1.04735E+01,2.56713E+00,8.06330E-01,4.67968E-01,1.20993E-01
2807,1.04730E+01,2.56624E+00,8.06042E-01,4.67849E-01,1.20943E-01
2808,1.04725E+01,2.56536E+00,8.05754E-01,4.67730E-01,1.20892E-01
2809,1.04720E+01,2.56447E+00,8.05467E-01,4.67612E-01,1.20842E-01
2810,1.04716E+01,2.56359E+00,8.05179E-01,4.67493E-01,1.20791E-01
2811,1.04711E+01,2.56270E+00,8.04892E-01,4.67374E-01,1.20741E-01
2812,1.04706E+01,2.56182E+00,8.04606E-01,4.67256E-01,1.20691E-01
2813,1.04702E+01,2.56093E+00,8.04319E-01,4.67138E-01,1.20640E-01
2814,1.04697E+01,2.56005E+00,8.04033E-01,4.67019E-01,1.20590E-01
2815,1.04693E+01,2.55917E+00,8.03747E-01,4.66901E-01,1.20540E-01
2816,1.04688E+01,2.55828E+00,8.03461E-01,4.66783E-01,1.20490E-01
2817,1.04684E+01,2.55740E+00,8.03175E-01,4.66665E-01,1.20440E-01
2818,1.04679E+01,2.55652E+00,8.02890E-01,4.66548E-01,1.20389E-01
2819,1.04675E+01,2.55564E+00,8.02605E-01,4.66430E-01,1.20339E-01
2820,1.04671E+01,2.55476E+00,8.02320E-01,4.66313E-01,1.20289E-01
2821,1.04667E+01,2.55388E+00,8.02035E-01,4.66195E-01,1.20239E-01
2822,1.04662E+01,2.55300E+00,8.01750E-01,4.66078E-01,1.20189E-01
2823,1.04658E+01,2.55212E+00,8.01466E-01,4.65961E-01,1.20139E-01
2824,1.04654E+01,2.55124E+00,8.01182E-01,4.65844E-01,1.20089E-01
2825,1.04650E+01,2.55036E+00,8.00898E-01,4.65727E-01,1.20039E-01
2826,1.04646E+01,2.54948E+00,8.00614E-01,4.65611E-01,1.19989E-01
2827,1.04642E+01,2.54860E+00,8.00331E-01,4.65494E-01,1.19939E-01
2828,1.04638E+01,2.54773E+00,8.00048E-01,4.65377E-01,1.19890E-01
2829,1.04634E+01,2.54685E+00,7.99765E-01,4.65261E-01,1.19840E-01
2830,1.04630E+01,2.54597E+00,7.99482E-01,4.65145E-01,1.19790E-01
2831,1.04626E+01,2.54509E+00,7.99199E-01,4.65029E-01,1.19740E-01
2832,1.04622E+01,2.54422E+00,7.98917E-01,4.64913E-01,1.19690E-01
2833,1.04618E+01,2.54334E+00,7.98635E-01,4.64797E-01,1.19641E-01
2834,1.04614E+01,2.54247E+00,7.98353E-01,4.64681E-01,1.19591E-01
2835,1.04610E+01,2.54159E+00,7.98071E-01,4.64566E-01,1.19542E-01
2836,1.04607E+01,2.54072E+00,7.97790E-01,4.64450E-01,1.19492E-01
2837,1.04603E+01,2.53984E+00,7.97508E-01,4.64335E-01,1.19442E-01
2838,1.04599E+01,2.53897E+00,7.97227E-01,4.64220E-01,1.19393E-01
2839,1.04596E+01,2.53810E+00,7.96946E-01,4.64105E-01,1.19343E-01
2840,1.04592E+01,2.53723E+00,7.96666E-01,4.63990E-01,1.19294E-01
2841,1.04588E+01,2.53635E+00,7.96385E-01,4.63875E-01,1.19244E-01
2842,1.04585E+01,2.53548E+00,7.96105E-01,4.63760E-01,1.19195E-01
2843,1.04581E+01,2.53461E+00,7.95825E-01,4.63645E-01,1.19145E-01
2844,1.04578E+01,2.53374E+00,7.95546E-01,4.63531E-01,1.19096E-01
2845,1.04575E+01,2.53287E+00,7.95266E-01,4.63416E-01,1.19047E-01
2846,1.04571E+01,2.53200E+00,7.94987E-01,4.63302E-01,1.18997E-01
2847,1.04568E+01,2.53113E+00,7.94708E-01,4.63188E-01,1.18948E-01
2848,1.04565E+01,2.53026E+00,7.94429E-01,4.63074E-01,1.18899E-01
2849,1.04561E+01,2.52939E+00,7.94150E-01,4.62960E-01,1.18850E-01
2850,1.04558E+01,2.52852E+00,7.93872E-01,4.62846E-01,1.18801E-01
2851,1.04555E+01,2.52765E+00,7.93593E-01,4.62733E-01,1.18751E-01
2852,1.04552E+01,2.52678E+00,7.93315E-01,4.62619E-01,1.18702E-01
2853,1.04549E+01,2.52591E+00,7.93038E-01,4.62506E-01,1.18653E-01
2854,1.04546E+01,2.52505E+00,7.92760E-01,4.62392E-01,1.18604E-01
2855,1.04543E+01,2.52418E+00,7.92483E-01,4.62279E-01,1.18555E-01
2856,1.04539E+01,2.52331E+00,7.92206E-01,4.62166E-01,1.18506E-01
2857,1.04537E+01,2.52245E+00,7.91929E-01,4.62053E-01,1.18457E-01
2858,1.04534E+01,2.52158E+00,7.91652E-01,4.61941E-01,1.18408E-01
2859,1.04531E+01,2.52072E+00,7.91375E-01,4.61828E-01,1.18359E-01
2860,1.04528E+01,2.51985E+00,7.91099E-01,4.61715E-01,1.18310E-01
2861,1.04525E+01,2.51899E+00,7.90823E-01,4.61603E-01,1.18261E-01
2862,1.04522E+01,2.51812E+00,7.90547E-01,4.61491E-01,1.18213E-01
2863,1.04519E+01,2.51726E+00,7.90271E-01,4.61378E-01,1.18164E-01
2864,1.04517E+01,2.51639E+00,7.89996E-01,4.61266E-01,1.18115E-01
2865,1.04514E+01,2.51553E+00,7.89721E-01,4.61154E-01,1.18066E-01
2866,1.04511E+01,2.51467E+00,7.89446E-01,4.61042E-01,1.18018E-01
2867,1.04509E+01,2.51381E+00,7.89171E-01,4.60931E-01,1.17969E-01
2868,1.04506E+01,2.51295E+00,7.88896E-01,4.60819E-01,1.17920E-01
2869,1.04504E+01,2.51208E+00,7.88622E-01,4.60708E-01,1.17872E-01
2870,1.04501E+01,2.51122E+00,7.88348E-01,4.60596E-01,1.17823E-01
2871,1.04499E+01,2.51036E+00,7.88074E-01,4.60485E-01,1.17774E-01
2872,1.04496E+01,2.50950E+00,7.87800E-01,4.60374E-01,1.17726E-01
2873,1.04494E+01,2.50864E+00,7.87526E-01,4.60263E-01,1.17677E-01
2874,1.04492E+01,2.50778E+00,7.87253E-01,4.60152E-01,1.17629E-01
2875,1.04489E+01,2.50692E+00,7.86980E-01,4.60041E-01,1.17580E-01
2876,1.04487E+01,2.50606E+00,7.86707E-01,4.59931E-01,1.17532E-01
2877,1.04485E+01,2.50520E+00,7.86434E-01,4.59820E-01,1.17484E-01
2878,1.04482E+01,2.50435E+00,7.86162E-01,4.59710E-01,1.17435E-01
2879,1.04480E+01,2.50349E+00,7.85890E-01,4.59599E-01,1.17387E-01
2880,1.04478E+01,2.50263E+00,7.85618E-01,4.59489E-01,1.17339E-01
2881,1.04476E+01,2.50177E+00,7.85346E-01,4.59379E-01,1.17290E-01
2882,1.04474E+01,2.50092E+00,7.85074E-01,4.59269E-01,1.17242E-01
2883,1.04472E+01,2.50006E+00,7.84803E-01,4.59159E-01,1.17194E-01
2884,1.04470E+01,2.49921E+00,7.84531E-01,4.59050E-01,1.17146E-01
2885,1.04468E+01,2.49835E+00,7.84260E-01,4.58940E-01,1.17097E-01
2886,1.04466E+01,2.49750E+00,7.83989E-01,4.58831E-01,1.17049E-01
2887,1.04464E+01,2.49664E+00,7.83719E-01,4.58721E-01,1.17001E-01
2888,1.04462E+01,2.49579E+00,7.83448E-01,4.58612E-01,1.16953E-01
2889,1.04461E+01,2.49493E+00,7.83178E-01,4.58503E-01,1.16905E-01
2890,1.04459E+01,2.49408E+00,7.82908E-01,4.58394E-01,1.16857E-01
2891,1.04457E+01,2.49323E+00,7.82638E-01,4.58285E-01,1.16809E-01
2892,1.04455E+01,2.49237E+00,7.82369E-01,4.58176E-01,1.16761E-01
2893,1.04454E+01,2.49152E+00,7.82099E-01,4.58067E-01,1.16713E-01
2894,1.04452E+01,2.49067E+00,7.81830E-01,4.57959E-01,1.16665E-01
2895,1.04450E+01,2.48982E+00,7.81561E-01,4.57851E-01,1.16617E-01
2896,1.04449E+01,2.48896E+00,7.81293E-01,4.57742E-01,1.16570E-01
2897,1.04447E+01,2.48811E+00,7.81024E-01,4.57634E-01,1.16522E-01
2898,1.04446E+01,2.48726E+00,7.80756E-01,4.57526E-01,1.16474E-01
2899,1.04444E+01,2.48641E+00,7.80488E-01,4.57418E-01,1.16426E-01
2900,1.04443E+01,2.48556E+00,7.80220E-01,4.57310E-01,1.16378E-01
2901,1.04442E+01,2.48471E+00,7.79952E-01,4.57202E-01,1.16331E-01
2902,1.04440E+01,2.48386E+00,7.79684E-01,4.57095E-01,1.16283E-01
2903,1.04439E+01,2.48301E+00,7.79417E-01,4.56987E-01,1.16235E-01
2904,1.04438E+01,2.48217E+00,7.79150E-01,4.56880E-01,1.16188E-01
2905,1.04436E+01,2.48132E+00,7.78883E-01,4.56773E-01,1.16140E-01
2906,1.04435E+01,2.48047E+00,7.78616E-01,4.56666E-01,1.16093E-01
2907,1.04434E+01,2.47962E+00,7.78350E-01,4.56559E-01,1.16045E-01
2908,1.04433E+01,2.47878E+00,7.78084E-01,4.56452E-01,1.15998E-01
2909,1.04432E+01,2.47793E+00,7.77818E-01,4.56345E-01,1.15950E-01
2910,1.04431E+01,2.47708E+00,7.77552E-01,4.56238E-01,1.15903E-01
2911,1.04430E+01,2.47624E+00,7.77286E-01,4.56132E-01,1.15855E-01
2912,1.04429E+01,2.47539E+00,7.77021E-01,4.56025E-01,1.15808E-01
2913,1.04428E+01,2.47455E+00,7.76755E-01,4.55919E-01,1.15760E-01
2914,1.04427E+01,2.47370E+00,7.76490E-01,4.55813E-01,1.15713E-01
2915,1.04426E+01,2.47286E+00,7.76225E-01,4.55706E-01,1.15666E-01
2916,1.04425E+01,2.47201E+00,7.75961E-01,4.55600E-01,1.15619E-01
2917,1.04424E+01,2.47117E+00,7.75696E-01,4.55495E-01,1.15571E-01
2918,1.04423E+01,2.47033E+00,7.75432E-01,4.55389E-01,1.15524E-01
2919,1.04423E+01,2.46948E+00,7.75168E-01,4.55283E-01,1.15477E-01
2920,1.04422E+01,2.46864E+00,7.74904E-01,4.55178E-01,1.15430E-01
2921,1.04421E+01,2.46780E+00,7.74640E-01,4.55072E-01,1.15383E-01
2922,1.04421E+01,2.46696E+00,7.74377E-01,4.54967E-01,1.15335E-01
2923,1.04420E+01,2.46611E+00,7.74114E-01,4.54862E-01,1.15288E-01
2924,1.04420E+01,2.46527E+00,7.73851E-01,4.54757E-01,1.15241E-01
2925,1.04419E+01,2.46443E+00,7.73588E-01,4.54652E-01,1.15194E-01
2926,1.04419E+01,2.46359E+00,7.73325E-01,4.54547E-01,1.15147E-01
2927,1.04418E+01,2.46275E+00,7.73063E-01,4.54442E-01,1.15100E-01
2928,1.04418E+01,2.46191E+00,7.72800E-01,4.54337E-01,1.15053E-01
2929,1.04417E+01,2.46107E+00,7.72538E-01,4.54233E-01,1.15006E-01
2930,1.04417E+01,2.46023E+00,7.72277E-01,4.54128E-01,1.14959E-01
2931,1.04417E+01,2.45939E+00,7.72015E-01,4.54024E-01,1.14913E-01
2932,1.04416E+01,2.45855E+00,7.71753E-01,4.53920E-01,1.14866E-01
2933,1.04416E+01,2.45772E+00,7.71492E-01,4.53816E-01,1.14819E-01
2934,1.04416E+01,2.45688E+00,7.71231E-01,4.53712E-01,1.14772E-01
2935,1.04416E+01,2.45604E+00,7.70970E-01,4.53608E-01,1.14725E-01
2936,1.04416E+01,2.45520E+00,7.70710E-01,4.53504E-01,1.14679E-01
2937,1.04415E+01,2.45437E+00,7.70449E-01,4.53401E-01,1.14632E-01
2938,1.04415E+01,2.45353E+00,7.70189E-01,4.53297E-01,1.14585E-01
2939,1.04415E+01,2.45269E+00,7.69929E-01,4.53194E-01,1.14539E-01
2940,1.04415E+01,2.45186E+00,7.69669E-01,4.53091E-01,1.14492E-01
2941,1.04415E+01,2.45102E+00,7.69409E-01,4.52987E-01,1.14445E-01
2942,1.04416E+01,2.45019E+00,7.69150E-01,4.52884E-01,1.14399E-01
2943,1.04416E+01,2.44935E+00,7.68891E-01,4.52781E-01,1.14352E-01
2944,1.04416E+01,2.44852E+00,7.68632E-01,4.52679E-01,1.14306E-01
2945,1.04416E+01,2.44769E+00,7.68373E-01,4.52576E-01,1.14259E-01
2946,1.04416E+01,2.44685E+00,7.68114E-01,4.52473E-01,1.14213E-01
2947,1.04416E+01,2.44602E+00,7.67856E-01,4.52371E-01,1.14167E-01
2948,1.04417E+01,2.44519E+00,7.67597E-01,4.52268E-01,1.14120E-01
